Run #0
poultry_consumption|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 28 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_death|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 0 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
poultry_feed|31| 12 12 12 12 12 12 12 12 13 13 13 13 13 10 10 10 10 10 10 10 10 10 10 10 10 14 14 14 14 14 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 13 13 13 13 13 12 12 12 12 11 11 11 11 10 10 10 10 16 16 16 16 16 13 13 13 13 20 20 20 20 16 16 16 16 18 18 18 18 18 18 18 18 18 20 20 20 20 17 17 17 17 15 15 15 15 20 20 20 20 20 19 19 19 19 17 17 17 17 17 17 17 17 17 17 17 17 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_feed_price_or_cost|31| 12 12 12 12 12 12 12 12 13 13 13 13 13 10 10 10 10 10 10 10 10 10 10 10 10 14 14 14 14 14 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 13 13 13 13 13 12 12 12 12 11 11 11 11 10 0 0 0 16 16 16 16 16 13 13 13 13 20 20 20 20 16 16 16 16 18 18 18 18 18 18 18 18 18 20 20 20 20 17 17 17 0 15 15 15 15 20 20 20 20 20 19 19 19 19 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
poultry_flock_size|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 10 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21 21 21 22 22 22 22 21 21 21 21 21 21 21 21 21 21
poultry_management|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 30 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 30 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_marketing|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 30 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 30 12 12 12 12 14 30 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 30 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_meat_availability|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
poultry_price_or_cost|31| 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 6 6 6 6 6 6 6 6 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
poultry_production|31| 10 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 10 10 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 12 12 13 13 12 12 12 12 12 12 13 13 13 13 14 14 13 13 13 13 13 13 13 14 14 15 15 15 15 17 17 17 17 17 17 18 30 18 18 18 18 19 30 19 19 20 20 19 19 19 19 19 19 19 19 19 19 19 19 19 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_productivity|31| 11 11 11 11 11 11 11 30 11 30 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 30 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30
poultry_slaughterhouse|31| 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 14 14 15 15 17 17 17 17 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 10 10 10 10 10 10 10 10 10 10 11 11 10 10 10 10 11 11 12 12 12 12 12 13 13 13 13 15 15 16 16 17 17 17 17 17 17 16 16 17 17 17 17 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19
purchasing_power|31| 15 15 11 11 17 17 16 16 13 13 13 13 19 19 15 16 16 15 15 14 14 19 19 20 20 15 15 10 10 19 19 12 12 18 18 14 14 13 13 13 13 15 15 14 13 13 13 13 14 14 15 15 18 18 16 16 15 15 15 15 14 14 12 12 17 17 15 15 16 16 18 16 16 15 15 17 17 15 15 17 17 16 16 15 15 17 17 17 17 18 18 17 17 16 16 16 16 17 17 16 12 12 17 17 16 16 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16
